Default,loan_amnt,int_rate,grade,emp_length,dti,delinq_2yrs,inq_last_6mths,mths_since_last_delinq,open_acc,revol_bal,revol_util,total_pymnt
0,1800,7.14%,A,< 1 year,17.38,0,1,,5,2605,40.70%,1869.297763
0,10000,16.32%,D,n/a,14.8,0,2,,5,394,35.80%,14692.85854
0,6000,10.38%,B,2 years,15.67,0,0,,6,18272,41.20%,7683.740004
0,4000,10.75%,B,3 years,21.33,0,2,30,11,28141,51.60%,4397.500113
0,21250,15.95%,D,3 years,16.92,0,0,,12,17319,69%,30971.46942
0,10000,11.49%,B,7 years,23.69,0,1,,13,15976,67.40%,10556.47665
0,7200,11.86%,B,n/a,0,0,0,,2,0,0%,8549.509373
0,2500,13.98%,C,5 years,22,0,1,,10,4245,53.10%,2714.202414
0,7750,7.88%,A,2 years,24.05,0,0,,9,9049,41.70%,8727.939947
0,12000,16.82%,E,< 1 year,21.67,0,2,,13,14390,81.30%,17823.93263
0,15000,17.19%,E,5 years,3.98,1,3,3,11,12787,28.40%,15845.67779
0,13200,15.95%,D,5 years,16.95,0,2,80,11,9114,65.60%,17062.36051
0,12000,11.86%,B,10+ years,12.52,0,0,,17,8919,31.50%,14320.09103
1,24000,17.56%,E,10+ years,17.45,0,2,,13,26455,72.40%,14283.4
0,10000,11.12%,B,3 years,2.85,0,0,,6,5843,18.30%,11806.81266
0,25000,11.12%,B,5 years,11.5,0,0,,13,42744,69.60%,28039.62483
0,10000,7.88%,A,10+ years,9.49,0,1,78,9,22375,54.40%,11205.55603
0,15000,13.61%,C,< 1 year,8.19,0,0,,9,10411,56%,16250.87605
0,9000,7.14%,A,3 years,24.14,0,2,,8,798,4.70%,9918.339299
0,1500,10.75%,B,2 years,5.63,1,0,17,6,2122,23.80%,1761.545382
1,8000,16.45%,E,3 years,15.72,0,1,63,11,6455,64.50%,5025.64
0,15000,7.51%,A,n/a,5.59,0,1,,16,5137,7%,16800.13974
1,9600,15.21%,D,4 years,6.17,0,3,30,15,16555,51.10%,1606.44
0,25000,13.23%,C,10+ years,6.74,0,1,,12,41716,50.90%,32717.0516
0,5000,10.75%,B,n/a,18.24,0,0,,3,5423,31.30%,5207.738957
0,2550,13.61%,C,< 1 year,20.94,0,1,,10,4171,73.20%,3480.354499
0,25000,17.93%,E,9 years,9.6,0,2,34,8,7297,30.40%,32507.54362
0,21250,15.58%,D,10+ years,19.86,0,2,,11,13909,57.70%,26938.98038
0,6000,10.38%,B,6 years,4.38,0,0,,14,197,0.90%,7698.300004
0,4500,7.88%,A,6 years,13.43,0,0,,7,605,4.90%,5470.220002
0,8000,7.88%,A,5 years,9.21,0,2,,8,18182,44.80%,8710.599147
0,8000,7.51%,A,10+ years,6.31,0,2,47,14,10408,15.70%,8481.015706
0,7500,7.88%,A,10+ years,12.52,0,2,79,20,2511,12.70%,8414.25891
0,7750,18.67%,F,4 years,17.24,0,2,,7,2274,94.60%,9520.348806
1,7000,10.75%,B,n/a,10.66,1,0,22,5,2804,29.20%,7110.91
0,2750,14.84%,D,9 years,4.07,0,0,,4,2085,59.60%,2927.40346
1,10000,15.21%,D,2 years,11.25,0,2,,7,10935,39.20%,1619.04
0,1000,11.49%,B,7 years,16.02,0,2,,8,4118,62.40%,1186.966641
0,10000,13.98%,C,5 years,13.53,0,0,,9,13980,59.50%,12220.13846
0,7300,13.61%,C,1 year,11.32,0,1,,8,6992,56.80%,8335.0118
0,8000,18.67%,F,6 years,5.56,0,2,,5,5770,55%,9405.300029
0,10000,13.98%,C,< 1 year,5.29,0,1,,5,5620,39%,13163.47417
0,13000,10.38%,B,< 1 year,6,0,0,,8,8096,33.40%,14531.66894
0,25000,15.58%,D,2 years,19.48,0,1,,15,65572,72.50%,31457.15253
1,12000,18.30%,F,10+ years,4.82,1,3,2,5,389,64.80%,10525.81
0,5500,7.51%,A,6 years,17.96,0,4,74,8,7982,30.10%,6157.084506
0,20000,7.88%,A,10+ years,0.92,0,1,,12,12186,24.50%,21849.55968
0,25000,17.93%,E,10+ years,14.36,3,3,15,15,34723,49.60%,32506.622
0,7000,15.58%,D,3 years,9.55,0,0,,7,7891,56%,8268.506563
1,6000,11.12%,B,7 years,16.22,0,1,58,6,578,14.10%,5610.8
0,1000,13.98%,C,< 1 year,12.07,0,0,,8,4736,68.60%,1011.87
0,3000,6.39%,A,2 years,10.37,0,0,,9,3413,15%,3153.209184
0,20000,18.67%,F,3 years,15.58,0,2,38,11,20548,55.70%,24822.64587
0,1600,15.21%,D,n/a,15.77,0,1,,4,11668,92.60%,1714.845534
1,8400,13.61%,C,< 1 year,17.56,0,1,38,21,8686,39.10%,867.24
0,9000,15.21%,D,< 1 year,6.41,0,0,79,10,7623,48.20%,9675.734397
0,16000,11.12%,B,< 1 year,16.12,0,1,30,8,14666,47.50%,18554.6842
1,18250,13.23%,C,6 years,12.65,0,5,,10,15079,32.30%,13767.93
0,12000,13.23%,C,10+ years,17.34,1,0,15,8,11758,75.90%,14410.93534
0,10000,13.61%,C,2 years,13.95,0,3,,10,3945,58%,13181.65155
0,15000,7.88%,A,10+ years,17.59,0,0,,14,1233,2.20%,16274.76291
0,8000,10.75%,B,5 years,0.53,0,1,,5,10202,89.50%,9394.916746
0,7200,14.72%,C,10+ years,19.65,0,2,73,9,22304,66.20%,8844.469278
0,14000,7.14%,A,10+ years,12.29,0,1,,8,23356,33.20%,15595.38991
0,7500,11.86%,B,1 year,10.32,4,0,7,6,0,0%,9978.050264
0,8000,17.19%,E,3 years,12.33,0,0,,4,99630,97.70%,9119.621727
0,8000,19.79%,F,< 1 year,3.4,0,1,,3,5068,85.90%,9758.878772
0,18000,10.38%,B,< 1 year,12.37,0,0,,9,17461,51.20%,20753.23084
0,7600,11.12%,B,n/a,24.46,0,0,,12,8643,75.20%,8910.44447
0,5000,14.35%,C,< 1 year,7.86,0,1,,3,3562,93.70%,5245.010349
0,24000,7.88%,A,10+ years,14.14,0,1,,13,20473,36.50%,27027.30269
0,10000,14.72%,C,3 years,3.5,0,3,,3,2030,67.70%,12443.71345
0,7750,7.51%,A,10+ years,3.91,0,2,31,17,13481,18.10%,8216.013677
0,6000,10.75%,B,10+ years,23.68,0,2,,11,11623,41.10%,7614.313025
0,9000,7.51%,A,1 year,7.2,0,0,,6,3156,41.50%,9099.9
0,10800,7.14%,A,6 years,11.89,0,2,,11,21214,23.10%,12024.74677
0,8000,11.12%,B,3 years,14.42,0,0,,11,10446,43.90%,10324.58322
0,10000,10.38%,B,< 1 year,15.79,0,1,,6,1492,25.40%,12856.22
0,12000,15.21%,D,2 years,4.59,1,0,21,18,12688,73.80%,15020.26459
0,9600,11.12%,B,4 years,11.97,0,0,51,6,514,3.20%,12277.95054
0,11000,11.49%,B,4 years,17.58,0,0,,7,9743,45.40%,13982.90265
0,7000,14.35%,C,10+ years,1.75,0,0,68,3,3157,69.80%,8655.864246
0,10800,10.75%,B,2 years,7.97,0,1,,5,5134,25.80%,12001.28683
0,12600,16.32%,D,7 years,7.81,4,1,18,13,4624,26.70%,18513.04481
0,4000,13.61%,C,1 year,12.03,0,1,,9,2226,55.60%,4045.68
0,14400,7.51%,A,2 years,0.49,0,0,,9,15,0%,14578.19606
0,21600,14.35%,C,2 years,11.24,0,2,,5,3488,37.50%,26709.86891
0,6000,15.58%,D,2 years,21.05,0,1,37,6,935,93.50%,7465.493454
0,7500,11.12%,B,3 years,12.73,0,1,,5,1620,21.60%,9699.576703
0,5000,11.49%,B,2 years,9.99,1,0,20,10,764,30.60%,5934.857094
0,10500,15.95%,D,4 years,18.59,0,0,53,6,11182,78.70%,14877.00413
0,6875,11.86%,B,5 years,6.19,0,0,56,7,1184,22.80%,8204.364084
0,6000,16.82%,E,2 years,20.48,1,1,23,9,6646,29.40%,8911.967923
0,2350,13.98%,C,6 years,10.3,0,3,,3,0,0%,2890.710037
0,3500,6.76%,A,6 years,24.94,0,0,,13,168,0.50%,3742.427322
0,5000,7.88%,A,n/a,5.91,1,0,20,6,1717,9.50%,5033.2
0,9000,7.51%,A,4 years,10.01,0,0,,9,13522,43.50%,10054.24021
0,4800,11.86%,B,10+ years,19.18,0,1,61,21,32277,59.10%,6385.917986
0,15000,7.88%,A,10+ years,7.63,0,0,,10,25415,31.20%,16892.22699
0,10500,13.23%,C,3 years,4.6,0,2,33,5,2756,34.40%,11491.19762
0,4000,11.12%,B,1 year,18.77,0,1,,8,4132,62.60%,4722.8571
1,22750,16.82%,E,9 years,22.15,1,3,21,21,25975,43.10%,16330.89
1,18000,11.49%,B,10+ years,19.04,0,0,,14,9714,41.40%,2765
0,15000,7.51%,A,1 year,19.39,0,1,,10,58905,37.30%,16800.03985
0,24000,13.61%,C,10+ years,2.32,1,0,23,8,3992,29.80%,27506.78456
1,7200,10.38%,B,2 years,16.5,0,2,107,11,10247,63.30%,6302.61
0,1800,14.35%,C,n/a,12.2,0,0,,7,733,50.50%,2225.955639
0,25000,15.58%,D,2 years,15.36,0,2,,11,19662,59.20%,31151.997
0,3200,15.95%,D,5 years,3.13,0,2,,3,0,0%,4712.79
0,20000,14.84%,D,6 years,22.98,1,1,12,9,6274,92.30%,24911.3428
1,8000,15.58%,D,10+ years,12.01,0,0,45,6,6774,91.50%,3629.99
0,5000,7.88%,A,10+ years,1,0,1,,4,287,2.40%,5156
1,10000,10.38%,B,7 years,8.88,0,0,,12,13689,46.20%,7990.84
0,16000,16.32%,D,10+ years,24.37,0,2,,16,24765,51.80%,23508.68744
0,6000,7.14%,A,7 years,5.54,0,1,,6,5507,21.30%,6681.037486
0,20500,13.98%,C,10+ years,12.58,0,1,,4,0,0%,20957.42
0,9000,7.14%,A,1 year,13.41,0,0,,9,9454,26.10%,10025.227
0,13500,10.38%,B,9 years,15.26,0,0,,9,4761,35%,16665.05353
0,3000,10.75%,B,6 years,7.01,2,1,9,9,0,0%,3435.174905
0,25000,11.49%,B,8 years,5.34,0,3,,16,15573,35%,29331.87456
0,2500,6.39%,A,10+ years,3.46,0,0,,13,29450,36.60%,2754.055347
0,11100,15.95%,D,< 1 year,16.06,0,3,,4,757,30.30%,15255.72762
0,12000,16.45%,E,2 years,12.52,0,1,48,3,10239,67.40%,15284.30215
0,5000,11.86%,B,3 years,13.18,0,3,,6,16352,84.20%,5967.174512
0,20000,13.61%,C,7 years,3.86,1,4,22,4,6955,27.30%,27679.65
0,14000,11.12%,B,1 year,12.02,0,0,,9,8066,75.40%,18261.90001
1,5000,11.49%,B,7 years,18.39,0,3,,14,23320,66.90%,5000.65
0,20000,11.49%,B,10+ years,8.84,1,0,12,11,8848,52.70%,23739.45424
0,8000,13.61%,C,10+ years,14.55,0,2,55,15,10263,42.90%,9789.178444
0,6000,13.23%,C,< 1 year,15.09,0,0,,4,5014,83.60%,6506.771758
0,10000,11.86%,B,10+ years,20.13,0,0,29,11,12840,35.60%,11934.04072
0,12000,10.38%,B,10+ years,15.84,0,0,,12,6319,8.50%,14952.17677
0,15250,17.56%,E,10+ years,16.92,0,0,,27,2920,2.90%,23016.50005
0,15000,19.04%,F,10+ years,20.55,0,2,,8,7797,90.70%,21088.81057
0,9100,7.88%,A,< 1 year,2.34,0,0,,4,7087,41.70%,9519.045713
0,8400,13.61%,C,10+ years,10.03,0,0,75,5,5501,91.70%,10278.63038
0,21000,15.95%,D,2 years,18.48,0,1,,13,11199,52.80%,28186.22231
0,8700,6.76%,A,5 years,9.07,0,1,,9,20104,38%,8958.582685
1,5000,7.88%,A,8 years,16.78,0,1,,13,5222,18.60%,2498.88
1,8000,15.58%,D,1 year,18.38,0,0,,8,0,,6353.93
0,15000,10.38%,B,10+ years,13.24,0,0,28,18,9269,13.30%,17521.63373
0,1675,15.21%,D,1 year,11.08,0,0,,5,10228,85.20%,2097.441893
0,16000,7.88%,A,2 years,21,0,0,,11,8309,27.20%,17479.65494
0,1000,11.12%,B,7 years,12.89,0,2,,13,2305,22.80%,1180.642638
0,25000,10.75%,B,4 years,12.11,1,1,22,12,18988,18.50%,27780.75923
0,15000,7.88%,A,6 years,22.29,0,0,,13,4934,15.50%,16892.53913
0,6250,6.76%,A,9 years,3.77,0,0,,6,547,18.20%,6917.030085
0,12000,10.38%,B,3 years,13.29,0,0,,6,11457,39.40%,15238.77456
0,3000,7.88%,A,1 year,8.48,0,0,48,5,14215,66.70%,3019.97
1,13000,7.88%,A,3 years,5.47,0,2,,10,12501,54.10%,9751.2
0,4500,7.51%,A,10+ years,20.27,0,2,,15,68618,80.10%,5040.047552
0,5000,17.93%,E,3 years,3.31,0,0,54,7,376,18.60%,7606.494122
0,8000,7.88%,A,10+ years,2.77,0,3,,6,1319,8%,9670.94
1,10000,11.49%,B,10+ years,4.37,0,3,,7,892,7%,5496.4
1,6000,7.88%,A,5 years,4.46,0,0,73,6,6180,49.30%,1874.4
0,6300,10.75%,B,4 years,16.55,0,0,,4,11935,49.70%,7398.697435
0,3500,15.58%,D,10+ years,0.72,0,0,26,4,761,76.10%,4403.709181
0,18400,18.67%,F,2 years,23.83,0,1,37,19,18671,46.60%,28286.15088
0,4000,13.61%,C,1 year,12.33,0,0,50,10,2844,50.80%,4440.554852
0,18000,7.88%,A,2 years,12.88,0,0,,13,16864,30.60%,20270.81468
0,10000,7.14%,A,10+ years,8.2,0,0,,14,18671,27.30%,10655.02486
1,15000,17.56%,E,3 years,15.85,0,0,43,8,76186,88.30%,21149.35
0,6000,11.12%,B,10+ years,20.59,0,0,,18,21440,59.20%,7084.427995
0,5000,10.75%,B,3 years,9.86,0,1,,5,17848,79%,5832.559053
0,5000,14.84%,D,8 years,17.31,0,0,38,7,4095,57.70%,6240.981944
0,4500,11.49%,B,3 years,22.02,1,3,2,13,445,2.30%,5341.391674
0,7200,13.61%,C,2 years,7.5,0,1,,15,4054,30.10%,8810.339413
0,4500,6.76%,A,2 years,2.31,0,0,,5,5568,12.90%,4834.672999
0,5600,15.21%,D,9 years,16.98,0,0,,16,16266,72.90%,7009.363909
0,2000,14.84%,D,< 1 year,16.11,0,0,,3,10599,64.20%,2490.438829
0,7200,13.98%,C,2 years,22.06,0,1,,14,16025,75.90%,8675.651818
1,6000,11.49%,B,2 years,13.68,3,0,9,8,0,0%,2095.23
0,3000,11.12%,B,3 years,22.73,0,1,,8,52327,84.60%,3542.506511
0,2400,10.75%,B,< 1 year,17.54,0,0,,10,26169,90.60%,2818.58948
0,25000,11.86%,B,1 year,16.39,0,1,68,14,48872,36%,33179.77363
1,5000,7.14%,A,10+ years,10.71,0,1,53,15,3371,7.30%,3242.61
0,8500,7.14%,A,10+ years,14.15,0,1,,9,8000,66.10%,9468.41165
0,16000,15.21%,D,< 1 year,22.06,0,2,,10,10916,71.80%,20027.1525
0,6000,7.51%,A,4 years,13.43,0,0,,6,1990,20.90%,6504.567076
0,20000,19.79%,F,< 1 year,15.96,0,0,,4,16001,97.60%,26669.03829
0,8400,14.84%,D,< 1 year,16.57,0,1,58,11,45233,85.20%,10460.38713
0,12000,13.98%,C,3 years,14.72,0,2,,13,9192,57.80%,16057.85105
0,6000,16.32%,D,1 year,12.45,0,3,,9,3221,31.90%,8815.524083
0,6400,15.21%,D,10+ years,20.08,0,2,48,12,13519,70.40%,8805.721579
0,20000,11.12%,B,2 years,14.66,0,2,,8,36414,62.20%,23613.60482
1,1400,11.49%,B,5 years,16.13,0,0,44,13,13491,78%,598.89
0,12000,16.45%,E,10+ years,2.21,1,2,12,3,2240,60.50%,17639.37999
0,6000,10.75%,B,10+ years,19.36,0,0,,11,8992,21.20%,7782.420067
0,12300,10.75%,B,3 years,19.53,0,0,,6,8316,34.50%,15953.65
0,15000,15.21%,D,10+ years,14.65,0,2,,11,9171,44.80%,17134.51287
0,10000,13.23%,C,1 year,12.53,0,2,,8,9177,82.70%,10458.08032
0,25000,13.23%,C,9 years,18.22,0,0,,11,32954,44.70%,32007.26937
0,19600,7.88%,A,7 years,18.3,0,1,,8,30339,42.40%,21717.26649
0,14000,13.98%,C,10+ years,18.14,1,1,14,8,10041,40.70%,17108.37121
0,25000,17.56%,E,5 years,12.88,0,1,30,6,9978,95%,31865.52227
1,6000,16.45%,E,< 1 year,0.79,1,1,2,2,1575,19%,1094.89
0,25000,11.49%,B,10+ years,18.64,0,0,,14,25731,35.90%,30332.37913
1,25000,13.23%,C,7 years,11.31,0,1,41,10,41257,40.90%,23300.2
0,10000,7.14%,A,4 years,2.05,0,0,,6,3009,9.10%,11134.2646
0,6000,7.88%,A,9 years,10.56,0,0,,7,6771,65.70%,6731.407528
0,4000,10.75%,B,n/a,6.27,0,0,,4,1058,20.30%,4364.388654
0,5200,10.75%,B,3 years,10.2,0,3,,9,6946,49.30%,6106.754507
0,3000,11.12%,B,2 years,19.73,0,0,43,12,50434,84.10%,3542.343389
0,4000,13.98%,C,10+ years,5.24,0,0,80,3,324,40.50%,4920.759642
1,8000,10.38%,B,1 year,15.73,0,1,,7,13776,38.10%,1537.29
0,12000,11.86%,B,4 years,23.77,0,0,,15,7235,55.20%,15965.00861
1,5600,13.23%,C,< 1 year,22,0,0,,15,10815,66.30%,3968.16
1,10000,7.88%,A,10+ years,11.89,0,0,,8,11252,39.20%,8321.81
1,24000,20.16%,G,9 years,1.82,0,3,,11,5435,29.50%,18764.18
0,9000,7.14%,A,10+ years,5.57,1,1,9,7,5824,27.10%,10025.61838
0,15000,15.21%,D,3 years,23.07,0,0,,10,16827,64.20%,17922.68242
0,6400,13.23%,C,2 years,13.3,0,1,,10,16379,82.60%,7663.861144
1,8500,13.23%,C,2 years,7.23,0,3,65,8,5041,59.30%,6527.41
0,8000,13.61%,C,7 years,22.62,2,0,14,12,8500,34.10%,9789.347375
1,6000,11.49%,B,3 years,19.71,0,1,58,18,138,0.80%,1978.13
0,3600,7.14%,A,10+ years,9.25,0,2,,21,16126,21%,3912.291388
0,5000,7.51%,A,1 year,7.12,0,3,,9,8992,58.90%,5472.380036
1,2000,13.61%,C,4 years,12,0,0,,8,2388,95.50%,1765.23
0,8000,7.14%,A,4 years,8.26,0,0,,7,6779,33.20%,8911.384547
0,25000,20.16%,G,7 years,14.63,0,2,,11,24969,76.80%,37597.65029
1,4800,13.98%,C,3 years,11.26,0,2,60,5,6,0.20%,2324.65
0,10000,11.12%,B,10+ years,9.92,1,0,2,22,41320,55.40%,11807.74701
0,4200,7.88%,A,n/a,1.42,0,0,,2,1527,6.50%,4674.33036
1,9600,11.86%,B,10+ years,3.36,0,0,58,10,2009,4.40%,5885.18
0,5500,11.49%,B,10+ years,18.97,0,1,,16,21441,70.30%,6557.419743
0,7500,15.21%,D,< 1 year,14.74,1,3,18,8,38604,92.60%,9403.73257
1,12000,16.82%,E,1 year,13.4,0,2,,8,22945,88.90%,888.99
0,3000,13.61%,C,2 years,5.95,0,0,,4,4573,56.10%,3639.61764
0,15000,11.86%,B,10+ years,20.3,0,1,47,8,8150,42.70%,17901.64038
1,10000,13.23%,C,10+ years,10.1,0,2,,3,10659,77.80%,4137.96
0,24250,11.12%,B,10+ years,7.49,0,0,,10,40175,77%,27790.72413
0,8250,13.23%,C,5 years,22.65,0,1,45,12,16058,54.60%,11416.22634
0,15000,11.49%,B,10+ years,5.52,0,0,,12,16876,39.20%,17440.76876
0,14700,18.67%,F,< 1 year,15.55,0,2,,9,14774,96%,19680.85442
0,25000,13.23%,C,10+ years,10.22,0,0,,9,21064,65%,32447.10863
0,12000,7.88%,A,1 year,3.01,0,3,38,9,7114,16.50%,13514.11802
1,12000,13.61%,C,6 years,22.73,1,1,22,14,10751,40.90%,6551.26
0,6000,14.72%,C,5 years,6.1,0,2,30,9,3527,30.90%,7136.512684
0,5500,11.86%,B,2 years,5.32,0,0,53,8,4404,72.20%,6564.094576
0,18750,10.38%,B,2 years,16.58,0,3,,16,11923,63.10%,20479.42569
0,1700,14.72%,C,2 years,16.88,1,1,7,11,4786,34.70%,2113.342002
0,7200,11.49%,B,6 years,16.78,0,0,,11,5459,35.20%,8195.607365
1,3000,13.98%,C,10+ years,1.18,0,3,71,6,1438,38.90%,626.61
0,10000,15.58%,D,2 years,4.4,2,1,9,6,2093,34.90%,12582.85992
0,16750,10.75%,B,1 year,24.7,0,0,,11,12508,49.20%,19670.62624
1,20000,20.53%,G,10+ years,11.39,2,0,2,9,16044,87.70%,25120.75
0,5000,11.12%,B,10+ years,21.95,0,1,,14,13269,54.20%,5903.827874
1,7000,15.58%,D,< 1 year,2.49,0,3,,3,3850,96.20%,4359.52
0,23500,11.12%,B,2 years,16.83,0,0,,6,6708,49.70%,27556.57745
1,2400,13.61%,C,< 1 year,23.75,0,0,43,5,1817,72.70%,1469.14
0,20000,11.86%,B,10+ years,7.34,0,0,,11,19598,48.40%,26228.56259
0,3000,15.95%,D,2 years,8.41,0,0,49,6,9323,96.10%,3734.740136
0,7000,7.14%,A,2 years,10.61,0,0,,10,6601,47.10%,7797.768391
0,2500,7.88%,A,3 years,23.8,0,2,,5,11490,38.20%,2755.918165
0,13750,14.84%,D,8 years,21.5,0,0,,12,12429,74.90%,14859.28896
0,4000,7.14%,A,1 year,5.39,1,0,12,7,5898,32.80%,4156.780806
1,5000,7.88%,A,10+ years,16.61,0,2,,18,19771,45.10%,1405.08
1,8000,10.38%,B,10+ years,2.8,0,2,71,15,5052,14%,4565.79
0,2800,15.21%,D,3 years,1.57,0,1,,3,656,43.70%,3329.434667
0,4000,7.51%,A,5 years,1.63,0,0,,4,465,9.70%,4302.411989
0,4500,14.84%,D,2 years,12.44,1,0,21,9,3930,24.60%,5231.996561
0,3000,14.35%,C,10+ years,13.65,1,1,17,5,1257,59.90%,3725.237555
1,7000,16.45%,E,< 1 year,14.93,0,3,,9,5830,45.20%,7379.84
0,8000,7.14%,A,1 year,15.41,0,1,72,11,1426,11.90%,8668.891576
1,14500,10.75%,B,< 1 year,18.51,0,3,25,5,0,0%,13977.73
0,10000,7.51%,A,4 years,7.17,0,0,,6,13312,41.60%,11052.35902
0,18250,13.98%,C,10+ years,11.26,2,0,8,16,26645,62.40%,22449.50021
0,19000,16.32%,D,7 years,23.24,0,0,74,8,19971,80.90%,24696.62296
0,6250,16.45%,E,< 1 year,16.92,0,0,,7,7794,82.90%,9209.056087
0,1200,13.61%,C,10+ years,18.18,0,1,37,22,11623,63.30%,1468.437405
0,9600,16.82%,E,1 year,21.33,0,3,,20,24879,96.60%,12308.98318
0,10000,13.98%,C,2 years,5.45,0,2,,9,2113,51.50%,11785.4193
0,5000,16.45%,E,10+ years,19.71,0,3,,7,4425,85.10%,6463.364187
1,2500,17.56%,E,4 years,11.11,1,2,21,6,292,48.70%,297.51
0,8000,16.32%,D,7 years,7.48,0,1,,12,16842,44.80%,9970.423727
0,22750,11.86%,B,1 year,23.35,0,2,,10,27921,64.50%,30267.04445
0,14000,16.82%,E,5 years,11.31,0,3,49,5,7032,49.90%,20604.63528
1,10000,14.72%,C,3 years,17.04,0,3,,7,11864,94.90%,6904.25
1,15000,11.86%,B,2 years,1.78,0,2,,4,3703,27%,7032.09
0,3000,17.19%,E,2 years,16.05,1,0,11,5,2280,14.30%,4207.047618
1,5000,14.84%,D,< 1 year,21.6,0,2,,10,3825,69.50%,2774.8
0,1000,13.98%,C,6 years,13.29,0,0,,6,5490,96.30%,1378.422166
0,15000,16.32%,D,10+ years,11.94,0,1,,21,13747,40.40%,15598.93373
0,3600,14.84%,D,3 years,16.99,0,0,31,8,3330,33%,4316.10113
0,14000,7.88%,A,< 1 year,6.33,0,0,,9,13307,28.80%,15723.48422
0,6000,13.23%,C,6 years,3.98,0,0,38,4,4924,94.70%,6194.043452
0,4500,7.88%,A,2 years,16.51,0,0,60,8,9919,31.30%,5067.84775
0,12000,13.61%,C,3 years,15.93,0,1,37,11,9061,50.10%,13369.29099
0,1750,7.51%,A,n/a,20.76,0,0,,7,3117,40%,1945.136841
1,2000,11.49%,B,2 years,2.5,0,2,,5,310,4.80%,1510.7
1,15000,15.95%,D,10+ years,13.23,0,3,,16,46649,85%,14499.55
0,3000,13.61%,C,4 years,6.92,0,2,,14,3311,11%,3670.923292
0,14500,17.93%,E,10+ years,19.56,0,1,57,14,13573,51.80%,21452.09458
1,6000,13.23%,C,< 1 year,14.05,0,1,,5,2437,69.40%,662.49
0,5325,7.88%,A,10+ years,15.11,0,0,,8,15438,51.40%,5360.5
0,3200,13.23%,C,2 years,22.06,0,1,,12,2118,64.20%,4391.159724
0,5000,13.23%,C,4 years,11.17,1,0,18,6,4404,44.90%,6085.415177
0,3600,7.88%,A,2 years,22.55,0,0,,7,1984,16.50%,3905.247436
0,2000,11.12%,B,3 years,16.93,0,1,71,11,8993,68.10%,2361.452342
0,8000,11.86%,B,3 years,20.9,0,2,,11,8568,53.90%,9332.987705
0,9950,7.88%,A,4 years,4.79,0,0,,14,28089,31.70%,11095.6142
1,17000,7.88%,A,1 year,8.75,0,0,,9,17074,38.60%,15952.55
0,4000,7.88%,A,3 years,16.5,0,0,,15,6150,15.10%,4504.755176
0,20000,17.19%,E,5 years,15.45,0,1,37,13,21670,73.50%,25532.00294
0,25000,13.98%,C,3 years,12.86,0,0,61,7,13862,82%,34482.66523
0,9975,11.49%,B,3 years,17.76,0,3,,7,15293,72.10%,10749.22439
0,7000,7.14%,A,10+ years,9.06,0,3,60,14,5332,22.20%,7795.219102
1,20000,11.86%,B,10+ years,10.49,0,1,59,7,10231,58.10%,23291.73
0,4000,7.51%,A,8 years,1.44,0,0,,7,1482,16.80%,4480.047706
0,9000,10.38%,B,10+ years,6.02,0,4,,8,54846,6.90%,10626.86341
0,10000,15.95%,D,10+ years,24.65,0,2,,13,42470,67%,13958.13312
0,2500,14.35%,C,5 years,22.64,0,0,69,9,12301,72.50%,3076.616229
0,6000,7.88%,A,5 years,4.23,0,3,27,11,0,0%,6735.868782
0,25000,13.61%,C,2 years,19.19,0,0,,9,24972,54.50%,34599.68
0,12000,7.14%,A,10+ years,14.47,0,0,,12,9410,25.80%,13345.24295
0,25000,13.98%,C,6 years,17.52,0,3,,10,4198,11.80%,34645.14628
0,8000,15.95%,D,6 years,1.76,0,1,65,2,4138,15.30%,9195.271087
0,5000,11.86%,B,2 years,9.76,0,3,50,2,0,0%,5803.244903
1,10000,15.95%,D,4 years,14.39,0,3,45,10,6132,48.30%,5269.8
0,25000,11.49%,B,< 1 year,11.48,0,1,,16,41102,49.40%,32136.03821
1,5500,15.21%,D,< 1 year,7.8,0,2,76,6,3684,76.70%,4588.43
0,12000,13.98%,C,10+ years,5.79,0,8,,13,6649,18.50%,13656.94429
0,10000,11.12%,B,4 years,10.99,0,0,,3,11080,89%,11807.39258
0,5000,10.75%,B,10+ years,23.81,0,2,,9,3035,48.20%,5660.257811
0,9000,6.76%,A,10+ years,17.92,0,0,,21,15431,34.10%,9327.895275
1,3000,13.61%,C,< 1 year,11.94,0,1,39,4,22369,49.60%,1023.78
0,9250,11.86%,B,< 1 year,9.47,0,2,,7,21343,94.90%,9341.91
0,6000,13.23%,C,3 years,6.2,0,2,,7,2563,10.50%,8233.455008
0,6000,13.23%,C,10+ years,23.18,0,0,,14,29809,67.40%,6539.785561
0,18000,13.61%,C,2 years,3.48,0,0,46,6,18507,92.50%,24615.73763
0,10000,15.58%,D,10+ years,13.35,2,0,5,17,13849,35.20%,12582.62646
0,12250,7.51%,A,10+ years,9.41,0,1,58,15,17143,35.40%,13636.03531
0,9000,7.14%,A,10+ years,7.96,0,0,,7,29566,70.70%,9864.963163
0,15000,7.88%,A,10+ years,3.1,0,0,,11,11579,23.10%,16151.72072
0,5300,11.12%,B,< 1 year,8.62,0,1,,12,5809,23.50%,6509.199979
0,15000,7.51%,A,6 years,4.27,0,3,,13,2487,8.20%,15094.64
0,8800,7.51%,A,7 years,10.51,0,0,,8,8699,67.40%,9855.026845
0,25000,14.84%,D,10+ years,18.97,0,0,,7,28624,80.40%,31129.202
